Nombre,Fabricante,Escala,Serie,Original,Fecha de lanzamiento,Precio venta,Precio especial,Código JAN,Embalaje,Peso
MBF-P02 Gundam Astray Red Frame ,Bandai,1/144,"Real Grade (RG) , 19",Mobile Suit Gundam,"Early Aug., 2015",23.69USD,19.74USD,4549660006343, 31.2 x 19.2 x 7.8 cm , 358g
GN-0000+GNR-010 00 Raiser ,Bandai,1/144,"Real Grade (RG) , 18",Mobile Suit Gundam,"Late Apr., 2015",28.43USD,23.69USD,4543112964274, 31.1 x 19.1 x 8.5 cm , 540g
XXXG-00W0 Wing Gundam Zero EW ,Bandai,1/144,"Real Grade (RG) , 17",Mobile Suit Gundam,"Late Dec., 2014",23.69USD,19.74USD,4543112943804, 31.1 x 19.2 x 8.3 cm , 424g
MSM-07S Char`s Z`Gok ,Bandai,1/144,"Real Grade (RG) , 16",Mobile Suit Gundam,"Mid Jul., 2014",23.69USD,19.74USD,4543112901835, 31 x 19 x 7.9 cm , 392g
GN-001 Gundam Exia ,Bandai,1/144,"Real Grade (RG) , 15",Mobile Suit Gundam,"Late May, 2014",23.69USD,19.74USD,4543112894816, 31 x 19 x 7.5 cm , 383g
ZGMF-X20A Strike Freedom Gundam ,Bandai,1/144,"Real Grade (RG) , 14",Mobile Suit Gundam,"Mid Nov., 2013",28.43USD,23.69USD,4543112851390, 31.1 x 19.2 x 8.3 cm , 452g
RX-78 GP01Fb Gundam GP01 Full Vernian ,Bandai,1/144,"Real Grade (RG) , 13",Mobile Suit Gundam,"Late Jul., 2013",23.69USD,19.74USD,4543112826558, 31 x 19 x 8 cm , 423g
RX-78 GP01 Gundam GP01 Zephyranthes ,Bandai,1/144,"Real Grade (RG) , 12",Mobile Suit Gundam,"Late Jul., 2013",23.69USD,19.74USD,4543112826541, 31.2 x 19.2 x 7.8 cm , 396g
ZGMF-X42S Destiny Gundam ,Bandai,1/144,"Real Grade (RG) , 11",Mobile Suit Gundam,"Late Apr., 2013",23.69USD,19.74USD,4543112815958, 31 x 19 x 8.2 cm , 429g
MSZ-006 Z Gundam ,Bandai,1/144,"Real Grade (RG) , 10",Mobile Suit Gundam,"Late Nov., 2012",28.43USD,23.69USD,4543112785398, 31.2 x 19.3 x 9.4 cm , 556g
ZGMF-X09A Justice Gundam ,Bandai,1/144,"Real Grade (RG) , 09",Mobile Suit Gundam,"Late Jul., 2012",23.69USD,19.74USD,4543112765123, 31.2 x 19.2 x 8.3 cm , 454g
RX-178 Gundam MK-II ,Bandai,1/144,"Real Grade (RG) , 07",Mobile Suit Gundam,"Late Apr., 2012",23.69USD,19.74USD,4543112757166, 31.1 x 19.2 x 8.3 cm , 421g
RX-178 Gundam MK-II ,Bandai,1/144,"Real Grade (RG) , 08",Mobile Suit Gundam,"Mid May, 2012",23.69USD,19.74USD,4543112763198, 31.1 x 19.1 x 8.3 cm , 416g
FX550 Sky Grasper Launcher/Sword Pack ,Bandai,1/144,"Real Grade (RG) , 06",Mobile Suit Gundam,"Late Feb., 2012",23.69USD,19.74USD,4543112753069, 31.1 x 19.2 x 7.3 cm , 345g
ZGMF-X10A Freedom Gundam ,Bandai,1/144,"Real Grade (RG) , 05",Mobile Suit Gundam,"Mid Nov., 2011",23.69USD,19.74USD,4543112716255, 31 x 19.1 x 8.3 cm , 446g
MS-06F Zaku II ,Bandai,1/144,"Real Grade (RG) , 04",Mobile Suit Gundam,"Late Jul., 2011",23.69USD,19.74USD,4543112703880, 31 x 19.1 x 8.2 cm , 415g
GAT-X105 Aile Strike Gundam ,Bandai,1/144,"Real Grade (RG) , 03",Mobile Suit Gundam,"Late Apr., 2011",23.69USD,19.74USD,4543112694928, 31.1 x 19.1 x 8.3 cm , 419g
MS-06S Char`s Zaku ,Bandai,1/144,"Real Grade (RG) , 02",Mobile Suit Gundam,"Late Nov., 2010",23.69USD,19.74USD,4543112655110, 31 x 19.1 x 8.3 cm , 415g
RX-78-2 Gundam ,Bandai,1/144,"Real Grade (RG) , 01",Mobile Suit Gundam,"Late Jul., 2010",23.69USD,19.74USD,4543112632807, 31 x 19 x 8 cm , 426g
Gun EZ ,Bandai,1/100,"Reborn-One Hundred , 11",Mobile Suit Gundam,"Dec(Aug. 28, 2018 Pre-order start.)",33.16USD,26.1USD,4573102555878, 31 x 20 x 8 cm,null
Gyunei Guss`s Jagd Doga ,Bandai,1/100,"Reborn-One Hundred , 10",Mobile Suit Gundam,"Mid Sep., 2018",42.64USD,35.53USD,4573102553317, 39 x 31 x 11 cm , 949g
Vigina-Ghina ,Bandai,1/100,"Reborn-One Hundred , 009",Mobile Suit Gundam,"Late Jun., 2018",30.32USD,25.27USD,4549660257684, 31.2 x 20.2 x 10.2 cm , 497g
Guncannon Detector ,Bandai,1/100,"Reborn-One Hundred , 008",Mobile Suit Gundam,"Early Feb., 2018",37.9USD,31.58USD,4549660210610, 31 x 20 x 13.2 cm , 615g
AMX-103 Hamma-Hamma ,Bandai,1/100,Reborn-One Hundred,Mobile Suit Gundam,"Mid Jul., 2017",42.64USD,35.53USD,4549660176145, 39.4 x 31.3 x 9.4 cm , 926g
AMX-107 Bawoo ,Bandai,1/100,"Reborn-One Hundred , 006",Mobile Suit Gundam,"Late Nov., 2016",33.16USD,27.64USD,4549660105121, 31.2 x 20.2 x 13.5 cm , 611g
Efreet Custom ,Bandai,1/100,"Reborn-One Hundred , 005",Mobile Suit Gundam,"Late Apr., 2016",33.16USD,27.64USD,4549660048824, 31 x 20.1 x 13.3 cm , 620g
Dijeh ,Bandai,1/100,"Reborn-One Hundred , 004",Mobile Suit Gundam,"Mid Jun., 2015",33.16USD,27.64USD,4543112967022, 31.2 x 20.5 x 13.5 cm , 613g
Gundam GP04 Gerbera ,Bandai,1/100,"Reborn-One Hundred , 003",Mobile Suit Gundam,"Late Apr., 2015",33.16USD,27.64USD,4543112964205, 31.1 x 20.2 x 11.4 cm , 592g
Gundam Mk-III ,Bandai,1/100,"Reborn-One Hundred , 002",Mobile Suit Gundam,"Late Jan., 2015",33.16USD,27.64USD,4543112948625, 31.1 x 20.2 x 11.5 cm , 547g
MSN-04II Nightingale ,Bandai,1/100,"Reborn-One Hundred , 001",Mobile Suit Gundam,"Mid Sep., 2014",75.8USD,63.17USD,4543112920829, 59.1 x 39.1 x 13 cm , 1808g
RX-78 Gundam ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Jul., 1980",2.84USD,2.37USD,4902425086590, 19 x 13 x 4 cm , 88g
YMS-09 Tropical Test Type Dom ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,"Oct., 1983",5.69USD,4.74USD,4902425013343, 24 x 18.2 x 5.6 cm , 191g
MS-06V Zaku Tank ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001322, 24 x 18.3 x 5.8 cm , 181g
MS-06E Zaku Recon ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001323, 25.4 x 17.9 x 5 cm , 165g
MS-07H Gouf Flying ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001315, 25.7 x 18 x 5 cm , 174g
FA-78-1 Gundam Full Armor Type ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0001314, 20.1 x 14.5 x 4.7 cm , 130g
MS-06M Zaku Marine Type ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001313, 25.6 x 18 x 5 cm , 172g
MS-14C Gelgoog Cannon ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001312, 24.2 x 18.5 x 5.7 cm , 197g
RX-78-1 Proto Type Gundam ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0001311, 20 x 14.5 x 4.6 cm , 120g
MS-06D Zaku Desert Type ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001310, 25.5 x 18 x 5 cm , 175g
RGC-80 GM Cannon ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0001301, 20 x 14.5 x 4.7 cm , 130g
YMS-09 Proto Type Dom ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001308, 24 x 18.2 x 5.6 cm , 190g
MS-06K Zakucannon ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001304, 25.5 x 18 x 5.1 cm , 176g
MS-06R Zaku II ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001303, 25.6 x 18 x 5 cm , 174g
MSM-08 Zogok ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0008740, 20 x 14.3 x 4.7 cm , 137g
EMS-05 Agg ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,324yenabout2.84USD,"2.37USD

",sO,0008739, 19 x 12.7 x 4 cm , 92g
MSM-04G JUAGG ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0008738, 25.5 x 18 x 5 cm , 182g
FF-X7-Bst Core Booster ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Aug., 1982",2.84USD,2.37USD,4902425086743, 19.2 x 13 x 4.2 cm , 90g
MSM-04N Agguy ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0008675, 20 x 14.4 x 4.6 cm , 127g
MS-14 Gelgoog ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"May, 1982",4.74USD,3.95USD,4902425087214, 25.5 x 18 x 5 cm , 153g
Magella Attack ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"May, 1982",3.79USD,3.16USD,4902425086767, 20 x 14.4 x 4.6 cm , 106g
Dodai YS ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Oct., 1981",4.74USD,3.95USD,4902425087153, 25.5 x 18 x 4.8 cm , 157g
MS-05 Zaku ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Oct., 1981",2.84USD,2.37USD,4902425086620, 19.2 x 12.8 x 4 cm , 93g
G Armor ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Sep., 1981",9.48USD,7.9USD,4902425087139, 33 x 20.2 x 6 cm , 306g
BR-79 Ball ,Bandai,"1/144 , 1/250",1/144 First Gundam,Mobile Suit Gundam,"Sep., 1981",2.84USD,2.37USD,4902425086637, 19 x 13 x 4.2 cm , 90g
MSM-10 Zock ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Aug., 1981",5.69USD,4.74USD,4902425087146, 27 x 17.2 x 6.2 cm , 203g
MSM-04 Acguy ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Aug., 1981",2.84USD,2.37USD,4902425086613, 19.2 x 12.8 x 4 cm , 100g
MS-15 Gyan ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Jul., 1981",2.84USD,2.37USD,4902425086606, 19.2 x 12.8 x 4.2 cm , 100g
MSM-07S Char`s Z`Gok ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Jul., 1981",2.84USD,2.37USD,4902425086576, 19.3 x 13 x 4.1 cm , 92g
MS-14S Char`s Gelgoog ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Jun., 1981",4.74USD,3.95USD,4902425087115, 25.6 x 17.8 x 5 cm , 153g
MS-R09 Rick Dom ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Jun., 1981",4.74USD,3.95USD,4902425087092, 25.5 x 17.8 x 5 cm , 166g
RX-75 Gun Tank ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"May, 1981",5.69USD,4.74USD,4902425087085, 27 x 19.3 x 4.7 cm , 194g
MSN-03 Gogg ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"May, 1981",3.79USD,3.16USD,4902425086682, 20 x 14.5 x 4.8 cm , 116g
RX-77 Gun Cannon ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"May, 1981",2.84USD,2.37USD,4902425086569, 19.3 x 13 x 4.1 cm , 96g
Weapons For Mobile Suit ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Apr., 1981",2.84USD,2.37USD,4902425086644, 19.2 x 12.8 x 4.2 cm , 75g
RGM-79 GM ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Apr., 1981",2.84USD,2.37USD,4902425086583, 19.2 x 12.8 x 4 cm , 86g
MSN 02 Zeong ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Mar., 1981",5.69USD,4.74USD,4902425087054, 27 x 19.2 x 4.7 cm , 203g
MS-06 Zaku ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Jan., 1981",2.84USD,2.37USD,4902425086538, 19.2 x 12.9 x 4.2 cm , 88g
MSM-07 Z`Gok ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Dec., 1980",2.84USD,2.37USD,4902425086552, 19.3 x 13 x 4.3 cm , 91g
MS-07 Gouf ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Nov., 1980",2.84USD,2.37USD,4902425086545, 19.4 x 12.8 x 4.2 cm , 95g
MS-06S Char`s Zaku ,Bandai,1/144,1/144 First Gundam,Mobile Suit Gundam,"Sep., 1980",2.84USD,2.37USD,4902425086521, 19.2 x 13 x 4.2 cm , 86g
NRX-0013 Gundam Virsago ,Bandai,1/144,"1/144 Gundam X , No.04",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0052675, 21.7 x 15.2 x 4.7 cm , 161g
GX-9900 Gundam X ,Bandai,1/144,"1/144 Gundam X , No.01",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0052669, 21.5 x 15.2 x 4.8 cm , 139g
MSA-0011 S-Gundam ,Bandai,1/144,1/144 Gundam Sentinel,Mobile Suit Gundam,"Sep., 1988",9.48USD,7.9USD,4902425246659, 30.2 x 19 x 7 cm , 318g
MSZ-006C1 Zetaplus C1 ,Bandai,1/144,1/144 Gundam Sentinel,Mobile Suit Gundam,"Sep., 1988",9.48USD,7.9USD,4902425246666, 30.2 x 18.8 x 6.8 cm , 282g
FA-010-B Fullarmor ZZ-Gundam ,Bandai,1/144,1/144 Gundam Sentinel,Mobile Suit Gundam,"Jul., 1987",9.48USD,7.9USD,4902425202679, 32.3 x 18.4 x 6.8 cm , 346g
MSA-0011,Bandai,1/144,1/144 Gundam Sentinel,Mobile Suit Gundam,"Nov., 1988",13.27USD,11.05USD,4902425250533, 31 x 19 x 7.6 cm , 394g
V-Dash Gundam ,Bandai,1/144,"1/144 V Gundam , No.7",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0041004, 21.5 x 15.2 x 5.5 cm , 158g
V2 Gundam ,Bandai,1/144,"1/144 V Gundam , No.9",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0041383, 21.6 x 15.1 x 5.5 cm , 166g
Janes Gun ,Bandai,1/144,"1/144 V Gundam , No.3",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0039360, 21.6 x 15.2 x 4.8 cm , 133g
Zoloat ,Bandai,1/144,"1/144 V Gundam , No.5",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0039598, 21.6 x 15.1 x 4.7 cm , 143g
V Gundam ,Bandai,1/144,"1/144 V Gundam , No.1",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0039047, 21.6 x 15.2 x 4.8 cm , 133g
Tomliat ,Bandai,1/144,"1/144 V Gundam , No.4",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0039361, 21.6 x 15 x 4.8 cm , 148g
Contio ,Bandai,1/144,"1/144 V Gundam , No.8",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0041005, 21.6 x 15 x 4.7 cm , 149g
Rig Shokew ,Bandai,1/144,"1/144 V Gundam , No.13",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0041826, 21.5 x 15.2 x 4.8 cm , 142g
Shy-Tarn ,Bandai,1/144,"1/144 V Gundam , No.10",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0041384, 21.6 x 15 x 4.8 cm , 160g
Javerin ,Bandai,1/144,"1/144 V Gundam , No.6",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0039597, 21.6 x 15.3 x 4.7 cm , 135g
Gun EZ ,Bandai,1/144,"1/144 V Gundam , No.2",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0039048, 21.6 x 15.1 x 4.8 cm , 135g
Gun Blastor ,Bandai,1/144,1/144 V Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0041421, 21.5 x 15 x 5.4 cm , 164g
Abigor ,Bandai,1/144,1/144 V Gundam,Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0041422, 25.8 x 19.2 x 5.5 cm , 218g
RX-78-2 Gundam ,Bandai,1/144,Gundam (FG),Mobile Suit Gundam,324yenabout2.84USD,"2.37USD

",sO,FG-01, 19.5 x 13 x 4 cm , 108g
OZ-13MS Gundam Epyon Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-10",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0077159, 21.6 x 15 x 4.8 cm , 152g
XXXG-01S Shenlong Gundam Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-02",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0077153, 21.7 x 15.1 x 4.8 cm , 140g
XXXG-01SR Gundam Sandrock Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-05",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0077156, 21.7 x 15.3 x 4.8 cm , 132g
XXXG-01H Gundam Heavy Arms Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-04",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0077155, 21.7 x 15.2 x 4.8 cm , 138g
XXXG-01D Gundam Deathscythe Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-03",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0077151, 21.7 x 15.2 x 4.8 cm , 136g
XXXG-01W Wing Gundam Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-01",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0077149, 21.7 x 15.1 x 4.8 cm , 148g
MS-06F Zaku II ,Bandai,1/144,Gundam (FG),Mobile Suit Gundam,324yenabout2.84USD,"2.37USD

",sO,FG-03, 19.5 x 13 x 4 cm , 124g
RB-79K Ball ,Bandai,1/144,Gundam (LM),Mobile Suit Gundam,"Aug., 1996",6.63USD,5.53USD,null, 100g,null
MRC-F20 Mobile Sumo ,Bandai,1/144,"1/144 Turn A Gundam , 04",Mobile Suit Gundam,"Aug., 1999",5.69USD,4.74USD,4902425733289, 21.6 x 15.1 x 5.6 cm , 163g
AMX-109 Mobile Kapool ,Bandai,1/144,"1/144 Turn A Gundam , 03",Mobile Suit Gundam,"Jun., 1999",4.74USD,3.95USD,4902425725703, 21.6 x 15.2 x 4.7 cm , 138g
FLAT-L06D Mobile Flat ,Bandai,1/144,"1/144 Turn A Gundam , 02",Mobile Suit Gundam,"May, 1999",4.74USD,3.95USD,4902425725697, 21.5 x 15.2 x 5 cm , 139g
WD-M01 Turn A Gundam ,Bandai,1/144,"1/144 Turn A Gundam , 01",Mobile Suit Gundam,"Apr., 1999",4.74USD,3.95USD,4902425725680, 21.6 x 15.2 x 4.7 cm , 145g
MS-06S Char`s Zaku II ,Bandai,1/144,Gundam (FG),Mobile Suit Gundam,324yenabout2.84USD,"2.37USD

",sO,FG-02, 19.5 x 13 x 4 cm , 125g
CONCEPT-X Mobile Turn X ,Bandai,1/144,"1/144 Turn A Gundam , 06",Mobile Suit Gundam,"Dec., 1999",5.69USD,4.74USD,4902425716954, 21.7 x 15.2 x 5.5 cm , 175g
MRC-F20 Mobile Sumo ,Bandai,1/144,"1/144 Turn A Gundam , 05",Mobile Suit Gundam,"Oct., 1999",5.69USD,4.74USD,4902425744377, 21.7 x 15.2 x 5 cm , 165g
RX-77-4 Guncannon II ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001344, 25.7 x 18 x 5 cm , 184g
MS-06F Zaku Mine Layer ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0001342, 20.3 x 14.6 x 5 cm , 140g
MS-06E-3 Zaku Flipper ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0001341, 25.4 x 17.9 x 5.1 cm , 174g
MS-06R-2 Johnny Ridden`s Zaku II ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0001340, 24 x 18.3 x 5.7 cm , 200g
RGM-79 GM Sniper Custom ,Bandai,1/144,1/144 MSV,Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0001339, 20.2 x 14.5 x 4.7 cm , 127g
MSK-008 Dijeh ,Bandai,1/144,"1/144 Z Gundam , No.40",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0005378, 25.6 x 19.1 x 5.8 cm , 183g
PMX-001 Palace-Athne ,Bandai,1/144,"1/144 Z Gundam , No.37",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0005336, 25.6 x 19.2 x 5.7 cm , 183g
RX-110 Gabthley ,Bandai,1/144,"1/144 Z Gundam , No.31",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0005186, 25.6 x 19.3 x 5.7 cm , 201g
ORX-05 Gaplant ,Bandai,1/144,"1/144 Z Gundam , No.26",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0004924, 25.5 x 19.3 x 5.8 cm , 235g
XXXG-00W0 Wing Gundam Zero Ver. WF ,Bandai,1/144,"1/144 Gundam W , WF-09",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0077150, 21.8 x 15.2 x 5.3 cm , 181g
RX-139 Hambrabi ,Bandai,1/144,"1/144 Z Gundam , No.33",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0005188, 24.3 x 8.5 x 5.8 cm , 186g
GT-9600 Gundam Leopard ,Bandai,1/144,"1/144 Gundam X , No.03",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0052671, 21.7 x 15.2 x 4.7 cm , 145g
GT-9600-D Gundam Leopard Destroy ,Bandai,1/144,"1/144 Gundam X , No.09",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0055022, 160g,null
Shining Gundam ,Bandai,1/144,"1/144 G Gundam , G-01",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0043202, 21.7 x 15.2 x 5 cm , 134g
G Gundam ,Bandai,1/144,"1/144 G Gundam , G-08",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0045189, 21.5 x 15.1 x 4.7 cm , 132g
RGM-79G GM-Command ,Bandai,1/144,"1/144 Gundam 0080 , No.2",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,null,null,null
RGM-79GS GM-Command Space ,Bandai,1/144,"1/144 Gundam 0080 , No.7",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,null, 150g,null
MS-06FZ Zaku-FZ ,Bandai,1/144,"1/144 Gundam 0080 , No.3",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0027310, 203g,null
MS-09RII Rick-DomII ,Bandai,1/144,"1/144 Gundam 0080 , No.5",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,null, 232g,null
MS-14JG Gelgoog-J ,Bandai,1/144,"1/144 Gundam 0080 , No.6",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0027548, 207g,null
MSM-03/C Hygog ,Bandai,1/144,"1/144 Gundam 0080 , No.4",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0027311, 228g,null
MSM-07/E Zugock-E ,Bandai,1/144,"1/144 Gundam 0080 , No.1",Mobile Suit Gundam,648yenabout5.69USD,"4.74USD

",sO,0027130, 206g,null
AGX-04 Gerbera Tetra ,Bandai,1/144,"1/144 Stardust Memory , No.5",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0036076, 30.2 x 19.2 x 7.1 cm , 300g
MSA-005 Methuss ,Bandai,1/144,"1/144 Z Gundam , No.32",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0005187, 25.7 x 19.2 x 5.8 cm , 219g
Jegan ,Bandai,1/144,"Char`s Counter Attack , No.5",Mobile Suit Gundam,540yenabout4.74USD,"3.95USD

",sO,0023159, 23.1 x 17.4 x 4.6 cm , 153g
v Gundam ,Bandai,1/144,"Char`s Counter Attack , No.1",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,null, 25.5 x 19.4 x 5.7 cm , 230g
Weapons for Mobile Suit ,Bandai,1/144,"1/144 Z Gundam , No.19",Mobile Suit Gundam,324yenabout2.84USD,"2.37USD

",sO,0004801, 19.2 x 12.9 x 4.2 cm , 78g
RMS-179 GM II ,Bandai,1/144,"1/144 Z Gundam , No.14",Mobile Suit Gundam,432yenabout3.79USD,"3.16USD

",sO,0004490, 20.2 x 14.5 x 4.8 cm , 125g
v Gundam Fin-Fannel Equipment Type ,Bandai,1/144,"Char`s Counter Attack , No.8",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0024391, 30 x 19.6 x 7 cm , 282g
Jagd Doga ,Bandai,1/144,"Char`s Counter Attack , No.7",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0023464, 25.5 x 19.2 x 5.8 cm , 250g
Geara Doga ,Bandai,1/144,"Char`s Counter Attack , No.6",Mobile Suit Gundam,756yenabout6.63USD,"5.53USD

",sO,0023036, 25.5 x 19.2 x 5.7 cm , 229g
Sazabi ,Bandai,1/144,"Char`s Counter Attack , No.4",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0020869, 30 x 19 x 7 cm , 320g
Jagd Doga ,Bandai,1/144,"Char`s Counter Attack , No.3",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,0020844, 25.5 x 19.2 x 5.8 cm , 250g
Re-GZ ,Bandai,1/144,"Char`s Counter Attack , No.2",Mobile Suit Gundam,864yenabout7.58USD,"6.32USD

",sO,null, 25.5 x 19.4 x 5.7 cm , 220g
Grade Up Set For 5Mobile Fighters ,Bandai,1/144,1/144 G Gundam,Mobile Suit Gundam,216yenabout1.9USD,"1.58USD

",sO,0044859, 19 x 15 x 3 cm , 71g
Gundam RX-78 GP03S ,Bandai,1/144,"1/144 Stardust Memory , No.4",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0035765, 272g,null
Gundam RX-78 GP-01Fb ,Bandai,1/144,"1/144 Stardust Memory , No.3",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0034561, 325g,null
Gundam RX-78 GP02A ,Bandai,1/144,"1/144 Stardust Memory , No.2",Mobile Suit Gundam,"1,080yenabout9.48USD","7.9USD

",sO,0033469, 270g,null
